"from","to","weight","agreement_rate","total_votes","width","color"
"CDA","Volt",693,0.630573248407643,1099,1.89171974522293,"#80808014"
"CDA","VVD",918,0.831521739130435,1104,2.50591446769791,"#808080D9"
"Omtzigt","CDA",760,0.691537761601456,1099,2.07461328480437,"#80808014"
"CDA","PvdA",654,0.594005449591281,1101,1.7852593266606,"#80808014"
"CDA","FVD",587,0.532667876588022,1102,1.60236578707916,"#80808014"
"CDA","Ephraim",158,0.143636363636364,1100,0.5,"#80808014"
"CDA","GroenLinks",655,0.593834995466908,1103,1.78798908098271,"#80808014"
"CDA","Fractie Den Haan",627,0.569482288828338,1101,1.7115559599636,"#80808014"
"DENK","Groep Van Haga",628,0.568840579710145,1104,1.71428571428571,"#80808014"
"DENK","BBB",670,0.607985480943739,1102,1.82893539581438,"#80808014"
"DENK","SP",887,0.807097361237489,1099,2.42129208371247,"#808080D9"
"DENK","BIJ1",835,0.763952424519671,1093,2.27934485896269,"#808080D9"
"DENK","SGP",670,0.609090909090909,1100,1.82893539581438,"#80808014"
"DENK","PVV",658,0.59763851044505,1101,1.79617834394904,"#80808014"
"DENK","PvdD",830,0.754545454545455,1100,2.26569608735214,"#808080D9"
"DENK","JA21",582,0.530537830446673,1097,1.58871701546861,"#80808014"
"DENK","Volt",837,0.762989972652689,1097,2.28480436760692,"#808080D9"
"DENK","VVD",592,0.537205081669691,1102,1.61601455868972,"#80808014"
"Omtzigt","DENK",661,0.602552415679125,1097,1.80436760691538,"#80808014"
"DENK","PvdA",851,0.775045537340619,1098,2.32302092811647,"#808080D9"
"FVD","DENK",573,0.520435967302452,1101,1.56414922656961,"#80808014"
"DENK","Ephraim",134,0.122040072859745,1098,0.5,"#80808014"
"DENK","GroenLinks",852,0.773841961852861,1101,2.32575068243858,"#808080D9"
"DENK","Fractie Den Haan",744,0.67697907188353,1099,2.03093721565059,"#80808014"
"BBB","Groep Van Haga",869,0.785714285714286,1106,2.37215650591447,"#808080D9"
"Groep Van Haga","SP",518,0.469202898550725,1104,1.4140127388535,"#80808014"
"BIJ1","Groep Van Haga",463,0.422060164083865,1097,1.2638762511374,"#80808014"
"SGP","Groep Van Haga",755,0.683257918552036,1105,2.06096451319381,"#80808014"
"Groep Van Haga","PVV",867,0.784615384615385,1105,2.36669699727025,"#808080D9"
"PvdD","Groep Van Haga",465,0.420814479638009,1105,1.26933575978162,"#80808014"
"JA21","Groep Van Haga",905,0.821980018165304,1101,2.47042766151046,"#808080D9"
"Volt","Groep Van Haga",466,0.423251589464124,1101,1.27206551410373,"#80808014"
"VVD","Groep Van Haga",667,0.603074141048825,1106,1.82074613284804,"#80808014"
"Omtzigt","Groep Van Haga",617,0.560399636693915,1101,1.68425841674249,"#80808014"
"PvdA","Groep Van Haga",454,0.411978221415608,1102,1.2393084622384,"#80808014"
"FVD","Groep Van Haga",937,0.847197106690778,1106,2.55777979981802,"#808080D9"
"Ephraim","Groep Van Haga",228,0.206896551724138,1102,0.62238398544131,"#80808014"
"Groep Van Haga","GroenLinks",456,0.412669683257919,1105,1.24476797088262,"#80808014"
"Fractie Den Haan","Groep Van Haga",446,0.404351767905712,1103,1.21747042766151,"#80808014"
"BBB","SP",586,0.532243415077203,1101,1.59963603275705,"#80808014"
"BIJ1","BBB",521,0.475799086757991,1095,1.42220200181984,"#80808014"
"BBB","SGP",846,0.767695099818512,1102,2.30937215650591,"#808080D9"
"BBB","PVV",820,0.743427017225748,1103,2.23839854413103,"#808080D9"
"PvdD","BBB",528,0.479128856624319,1102,1.44131028207461,"#80808014"
"JA21","BBB",855,0.777979981801638,1099,2.33393994540491,"#808080D9"
"Volt","BBB",572,0.520473157415833,1099,1.5614194722475,"#80808014"
"BBB","VVD",723,0.654891304347826,1104,1.97361237488626,"#80808014"
"Omtzigt","BBB",698,0.635122838944495,1099,1.90536851683348,"#80808014"
"PvdA","BBB",554,0.503636363636364,1100,1.5122838944495,"#80808014"
"FVD","BBB",791,0.71713508612874,1103,2.15923566878981,"#808080D9"
"Ephraim","BBB",218,0.198181818181818,1100,0.5950864422202,"#80808014"
"BBB","GroenLinks",555,0.503173164097915,1103,1.51501364877161,"#80808014"
"Fractie Den Haan","BBB",534,0.485013623978202,1101,1.45768880800728,"#80808014"
"BIJ1","SP",892,0.815356489945155,1094,2.43494085532302,"#808080D9"
"SGP","SP",632,0.573502722323049,1102,1.72520473157416,"#80808014"
"PVV","SP",598,0.54314259763851,1101,1.63239308462238,"#80808014"
"PvdD","SP",936,0.850136239782016,1101,2.55505004549591,"#808080D9"
"JA21","SP",504,0.459016393442623,1098,1.37579617834395,"#80808014"
"Volt","SP",902,0.821493624772313,1098,2.46223839854413,"#808080D9"
