"from","to","weight","raw_weight","agreement_rate","total_votes","width","color"
"PvdD","PVV",-0.214926685851878,295,0.5,590,0.5,"#80808014"
"PvdD","SGP",0.0663082649592556,334,0.566101694915254,590,0.5,"#80808014"
"G<U+00FC>ndogan","PvdD",-1.1812211322286,161,0.273809523809524,588,1.51295283613599,"#80808014"
"PvdD","Groep Van Haga",-0.30867166945559,282,0.477966101694915,590,0.5,"#80808014"
"ChristenUnie","PvdD",0.484555114883506,392,0.666666666666667,588,0.620636572886277,"#80808014"
"PvdD","VVD",-0.503372789247913,255,0.432203389830508,590,0.644738964066325,"#80808014"
"PvdD","BBB",-0.157237465172671,303,0.513559322033898,590,0.5,"#80808014"
"JA21","PvdD",-0.488950484078112,257,0.437819420783646,587,0.626266328490375,"#80808014"
"PvdD","Volt",1.2705707466377,501,0.852040816326531,588,1.62739521177557,"#808080D9"
"PvdD","SP",1.248937288883,498,0.848381601362862,587,1.59968625841165,"#808080D9"
"PvdD","GroenLinks",1.44363840867532,525,0.889830508474576,590,1.84906683868698,"#808080D9"
"PvdD","DENK",0.852323896713451,443,0.753401360544218,588,1.09168878007301,"#80808014"
"FVD","PvdD",-0.481739331493211,258,0.438030560271647,589,0.6170300107024,"#80808014"
"PvdD","Fractie Den Haan",0.76579006569464,431,0.732993197278912,588,0.980852966617309,"#80808014"
"PvdD","Ephraim",-2.33500554581274,1,0.00170068027210884,588,2.99076368221202,"#80808014"
"PvdD","CDA",-0.186082075512275,299,0.508503401360544,588,0.5,"#80808014"
"PvdD","BIJ1",1.2345149837132,496,0.849315068493151,584,1.5812136228357,"#808080D9"
"PvdA","PVV",-0.186082075512275,299,0.508503401360544,588,0.5,"#80808014"
"PvdA","SGP",0.253798232166678,360,0.612244897959184,588,0.5,"#80808014"
"G<U+00FC>ndogan","PvdA",-1.03699808053058,181,0.308347529812606,587,1.32822648037649,"#80808014"
"PvdA","Groep Van Haga",-0.424050110814004,266,0.452380952380952,588,0.543139468398598,"#80808014"
"ChristenUnie","PvdA",0.76579006569464,431,0.734241908006814,587,0.980852966617309,"#80808014"
"PvdA","VVD",-0.186082075512275,299,0.508503401360544,588,0.5,"#80808014"
"PvdA","BBB",-0.0274367186444558,321,0.545918367346939,588,0.5,"#80808014"
"PvdA","JA21",-0.452894721153607,262,0.447098976109215,586,0.580084739550499,"#80808014"
"PvdA","Volt",1.58065030778844,544,0.926746166950596,587,2.02455687665851,"#808080D9"
"PvdA","SP",1.2417261362981,497,0.848122866894198,586,1.59044994062367,"#808080D9"
"PvdA","GroenLinks",1.89072986893918,587,0.998299319727891,588,2.42171854154144,"#808080D9"
"PvdA","DENK",0.989335795826567,462,0.78839590443686,586,1.26717881804454,"#80808014"
"FVD","PvdA",-0.64038468836103,236,0.402044293015332,587,0.820229002037854,"#80808014"
"PvdA","Fractie Den Haan",0.989335795826567,462,0.787052810902896,587,1.26717881804454,"#80808014"
"PvdA","Ephraim",-2.33500554581274,1,0.00170357751277683,587,2.99076368221202,"#80808014"
"PvdA","CDA",0.138419790808264,344,0.58603066439523,587,0.5,"#80808014"
"PvdA","BIJ1",1.14798115269439,484,0.830188679245283,583,1.47037780937999,"#808080D9"
"SGP","PVV",0.390810131279795,379,0.642372881355932,590,0.500564441642599,"#80808014"
"G<U+00FC>ndogan","PVV",-1.41918916753032,128,0.217687074829932,588,1.81775132313917,"#80808014"
"Groep Van Haga","PVV",0.967702338071865,459,0.777966101694915,590,1.23946986468061,"#80808014"
"ChristenUnie","PVV",0.00140789169514773,325,0.552721088435374,588,0.5,"#80808014"
"PVV","VVD",0.210531316657273,354,0.6,590,0.5,"#80808014"
"PVV","BBB",0.801845828619145,436,0.738983050847458,590,1.02703455555719,"#80808014"
"JA21","PVV",0.910013117392658,451,0.768313458262351,587,1.16557932237681,"#80808014"
"PVV","Volt",-0.222137838436779,294,0.5,588,0.5,"#80808014"
"PVV","SP",0.0374636546196521,330,0.562180579216354,587,0.5,"#80808014"
"PVV","GroenLinks",-0.178870922927374,300,0.508474576271186,590,0.5,"#80808014"
"DENK","PVV",0.217742469242174,355,0.603741496598639,588,0.5,"#80808014"
"FVD","PVV",0.866746201883253,445,0.755517826825127,589,1.11016141564896,"#80808014"
"PVV","Fractie Den Haan",-0.222137838436779,294,0.5,588,0.5,"#80808014"
"Ephraim","PVV",-2.33500554581274,1,0.00170068027210884,588,2.99076368221202,"#80808014"
"PVV","CDA",0.224953621827075,356,0.605442176870748,588,0.5,"#80808014"
"PVV","BIJ1",-0.265404753946185,288,0.493150684931507,584,0.5,"#80808014"
"G<U+00FC>ndogan","SGP",-1.09468730120979,173,0.29421768707483,588,1.40211702268029,"#80808014"
"SGP","Groep Van Haga",0.542244335562713,400,0.677966101694915,590,0.694527115190078,"#80808014"
"ChristenUnie","SGP",0.873957354468153,446,0.758503401360544,588,1.11939773343694,"#80808014"
"SGP","VVD",0.635989319166425,413,0.7,590,0.814599246433756,"#80808014"
"SGP","BBB",0.910013117392658,451,0.764406779661017,590,1.16557932237681,"#80808014"
"JA21","SGP",0.643200471751326,414,0.705281090289608,587,0.823835564221731,"#80808014"
"SGP","Volt",0.390810131279795,379,0.644557823129252,588,0.500564441642599,"#80808014"
"SGP","SP",0.138419790808264,344,0.58603066439523,587,0.5,"#80808014"
"SGP","GroenLinks",0.261009384751579,361,0.611864406779661,590,0.5,"#80808014"
"DENK","SGP",0.297065147676084,366,0.622448979591837,588,0.5,"#80808014"
"FVD","SGP",0.318698605430786,369,0.626485568760611,589,0.5,"#80808014"
"SGP","Fractie Den Haan",0.333120910600588,371,0.630952380952381,588,0.5,"#80808014"
"Ephraim","SGP",-2.33500554581274,1,0.00170068027210884,588,2.99076368221202,"#80808014"
"SGP","CDA",0.967702338071865,459,0.780612244897959,588,1.23946986468061,"#80808014"
"SGP","BIJ1",-0.0202255660595549,322,0.551369863013699,584,0.5,"#80808014"
"G<U+00FC>ndogan","Groep Van Haga",-1.40476686236052,130,0.22108843537415,588,1.79927868756322,"#80808014"
"ChristenUnie","G<U+00FC>ndogan",-0.97209770726647,190,0.323679727427598,587,1.24509962028471,"#80808014"
"G<U+00FC>ndogan","VVD",-1.224488047738,155,0.263605442176871,588,1.56837074286384,"#80808014"
"G<U+00FC>ndogan","BBB",-1.27496611583231,148,0.251700680272109,588,1.63302496737967,"#80808014"
"G<U+00FC>ndogan","JA21",-1.37592225202092,134,0.228668941979522,586,1.76233341641132,"#80808014"
"G<U+00FC>ndogan","Volt",-0.97209770726647,190,0.323679727427598,587,1.24509962028471,"#80808014"
"G<U+00FC>ndogan","SP",-1.11632075896449,170,0.290102389078498,586,1.42982597604422,"#80808014"
"G<U+00FC>ndogan","GroenLinks",-1.02978692794568,182,0.30952380952381,588,1.31899016258851,"#80808014"
"G<U+00FC>ndogan","DENK",-1.11632075896449,170,0.290102389078498,586,1.42982597604422,"#80808014"
"FVD","G<U+00FC>ndogan",-1.54177876147364,111,0.189097103918228,587,1.97476872553475,"#80808014"
"G<U+00FC>ndogan","Fractie Den Haan",-1.03699808053058,181,0.308347529812606,587,1.32822648037649,"#80808014"
"G<U+00FC>ndogan","Ephraim",0.318698605430786,369,0.628620102214651,587,0.5,"#80808014"
"G<U+00FC>ndogan","CDA",-1.13074306413429,168,0.286201022146508,587,1.44829861162017,"#80808014"
"G<U+00FC>ndogan","BIJ1",-1.27496611583231,148,0.253859348198971,583,1.63302496737967,"#80808014"
"ChristenUnie","Groep Van Haga",-0.0634924815689601,316,0.537414965986395,588,0.5,"#80808014"
"Groep Van Haga","VVD",0.275431689921381,363,0.615254237288136,590,0.5,"#80808014"
"Groep Van Haga","BBB",0.967702338071865,459,0.777966101694915,590,1.23946986468061,"#80808014"
"JA21","Groep Van Haga",1.19124806820379,490,0.834752981260647,587,1.52579571610785,"#808080D9"
"Groep Van Haga","Volt",-0.359149737549896,275,0.467687074829932,588,0.5,"#80808014"
"Groep Van Haga","SP",-0.214926685851878,295,0.502555366269165,587,0.5,"#80808014"
"Groep Van Haga","GroenLinks",-0.416838958229103,267,0.452542372881356,590,0.533903150610623,"#80808014"
"DENK","Groep Van Haga",0.167264401147868,348,0.591836734693878,588,0.5,"#80808014"
"FVD","Groep Van Haga",1.2922042043924,504,0.855687606112054,589,1.6551041651395,"#808080D9"
"Groep Van Haga","Fractie Den Haan",-0.315882822040491,281,0.477891156462585,588,0.5,"#80808014"
"Ephraim","Groep Van Haga",-2.33500554581274,1,0.00170068027210884,588,2.99076368221202,"#80808014"
"Groep Van Haga","CDA",0.261009384751579,361,0.613945578231292,588,0.5,"#80808014"
"Groep Van Haga","BIJ1",-0.409627805644202,268,0.458904109589041,584,0.524666832822648,"#80808014"
"ChristenUnie","VVD",0.592722403657019,407,0.692176870748299,588,0.759181339705905,"#80808014"
"ChristenUnie","BBB",0.462921657128804,389,0.66156462585034,588,0.592927619522351,"#80808014"
"ChristenUnie","JA21",0.0735194175441565,335,0.571672354948805,586,0.5,"#80808014"
"ChristenUnie","Volt",0.917224269977559,452,0.770017035775128,587,1.17481564016479,"#80808014"
"ChristenUnie","SP",0.607144708826821,409,0.697952218430034,586,0.777653975281855,"#80808014"
"ChristenUnie","GroenLinks",0.76579006569464,431,0.732993197278912,588,0.980852966617309,"#80808014"
"ChristenUnie","DENK",0.542244335562713,400,0.68259385665529,586,0.694527115190078,"#80808014"
"FVD","ChristenUnie",-0.30867166945559,282,0.480408858603066,587,0.5,"#80808014"
"ChristenUnie","Fractie Den Haan",0.729734302770136,426,0.72572402044293,587,0.934671377677433,"#80808014"
"ChristenUnie","Ephraim",-2.33500554581274,1,0.00170357751277683,587,2.99076368221202,"#80808014"
"ChristenUnie","CDA",0.917224269977559,452,0.770017035775128,587,1.17481564016479,"#80808014"
"ChristenUnie","BIJ1",0.412443589034498,382,0.655231560891938,583,0.528273395006525,"#80808014"
"VVD","BBB",0.628778166581524,412,0.698305084745763,590,0.80536292864578,"#80808014"
"JA21","VVD",0.462921657128804,389,0.662691652470187,587,0.592927619522351,"#80808014"
"VVD","Volt",-0.0202255660595549,322,0.547619047619048,588,0.5,"#80808014"
"VVD","SP",-0.373572042719698,273,0.465076660988075,587,0.5,"#80808014"
"VVD","GroenLinks",-0.178870922927374,300,0.508474576271186,590,0.5,"#80808014"
"DENK","VVD",-0.0346478712293566,320,0.54421768707483,588,0.5,"#80808014"
"FVD","VVD",0.0158301968649495,327,0.555178268251273,589,0.5,"#80808014"
"VVD","Fractie Den Haan",0.196109011487471,352,0.598639455782313,588,0.5,"#80808014"
"Ephraim","VVD",-2.32779439322783,2,0.00340136054421769,588,2.98152736442405,"#80808014"
"VVD","CDA",1.2200926785434,494,0.840136054421769,588,1.56274098725975,"#808080D9"
"VVD","BIJ1",-0.532217399587517,251,0.429794520547945,584,0.681684235218226,"#80808014"
"JA21","BBB",0.895590812222856,449,0.764906303236797,587,1.14710668680086,"#80808014"
"Volt","BBB",0.0951528752988591,338,0.574829931972789,588,0.5,"#80808014"
"BBB","SP",-0.0202255660595549,322,0.54855195911414,587,0.5,"#80808014"
"BBB","GroenLinks",-0.0202255660595549,322,0.545762711864407,590,0.5,"#80808014"
"DENK","BBB",0.354754368355291,374,0.636054421768708,588,0.5,"#80808014"
"FVD","BBB",0.664833929506028,417,0.707979626485569,589,0.851544517585657,"#80808014"
"Fractie Den Haan","BBB",0.0663082649592556,334,0.568027210884354,588,0.5,"#80808014"
"Ephraim","BBB",-2.33500554581274,1,0.00170068027210884,588,2.99076368221202,"#80808014"
"CDA","BBB",0.686467387260731,420,0.714285714285714,588,0.879253470949582,"#80808014"
"BIJ1","BBB",-0.265404753946185,288,0.493150684931507,584,0.5,"#80808014"
"JA21","Volt",-0.294249364285788,284,0.484641638225256,586,0.5,"#80808014"
"JA21","SP",-0.30867166945559,282,0.482051282051282,585,0.5,"#80808014"
"JA21","GroenLinks",-0.452894721153607,262,0.44633730834753,587,0.580084739550499,"#80808014"
"JA21","DENK",-0.013014413474654,323,0.552136752136752,585,0.5,"#80808014"
"FVD","JA21",0.93164657514736,454,0.774744027303754,586,1.19328827574074,"#80808014"
"JA21","Fractie Den Haan",-0.22934899102168,293,0.5,586,0.5,"#80808014"
"JA21","Ephraim",-2.34221669839764,0,0,586,3,"#80808014"
"JA21","CDA",0.51339972522311,396,0.675767918088737,586,0.657581844038177,"#80808014"
"JA21","BIJ1",-0.55385085734222,248,0.426116838487972,582,0.709393188582152,"#80808014"
"Volt","SP",1.19124806820379,490,0.83617747440273,586,1.52579571610785,"#808080D9"
"Volt","GroenLinks",1.58065030778844,544,0.925170068027211,588,2.02455687665851,"#808080D9"
"DENK","Volt",0.895590812222856,449,0.766211604095563,586,1.14710668680086,"#80808014"
"FVD","Volt",-0.618751230606327,239,0.407155025553663,587,0.792520048673928,"#80808014"
"Volt","Fractie Den Haan",0.996546948411468,463,0.788756388415673,587,1.27641513583252,"#80808014"
"Ephraim","Volt",-2.33500554581274,1,0.00170357751277683,587,2.99076368221202,"#80808014"
"Volt","CDA",0.333120910600588,371,0.632027257240204,587,0.5,"#80808014"
"Volt","BIJ1",1.06865847426048,473,0.811320754716981,583,1.36877831371227,"#808080D9"
"GroenLinks","SP",1.2417261362981,497,0.846678023850085,587,1.59044994062367,"#808080D9"
"DENK","SP",1.09029193201518,476,0.813675213675214,585,1.39648726707619,"#808080D9"
"FVD","SP",-0.359149737549896,275,0.469283276450512,586,0.5,"#80808014"
"Fractie Den Haan","SP",0.787423523449343,434,0.74061433447099,586,1.00856191998124,"#80808014"
"Ephraim","SP",-2.33500554581274,1,0.00170648464163823,586,2.99076368221202,"#80808014"
"CDA","SP",-0.0779147867387619,314,0.535836177474403,586,0.5,"#80808014"
"BIJ1","SP",1.09750308460008,477,0.819587628865979,582,1.40572358486417,"#808080D9"
"DENK","GroenLinks",0.996546948411468,463,0.787414965986395,588,1.27641513583252,"#80808014"
"FVD","GroenLinks",-0.633173535776129,237,0.402376910016978,589,0.810992684249879,"#80808014"
"Fractie Den Haan","GroenLinks",0.989335795826567,462,0.785714285714286,588,1.26717881804454,"#80808014"
"Ephraim","GroenLinks",-2.32779439322783,2,0.00340136054421769,588,2.98152736442405,"#80808014"
"CDA","GroenLinks",0.138419790808264,344,0.585034013605442,588,0.5,"#80808014"
"BIJ1","GroenLinks",1.14798115269439,484,0.828767123287671,584,1.47037780937999,"#808080D9"
"FVD","DENK",-0.0202255660595549,322,0.54855195911414,587,0.5,"#80808014"
"DENK","Fractie Den Haan",0.794634676034244,435,0.742320819112628,586,1.01779823776921,"#80808014"
"DENK","Ephraim",-2.32779439322783,2,0.00341296928327645,586,2.98152736442405,"#80808014"
"DENK","CDA",0.217742469242174,355,0.60580204778157,586,0.5,"#80808014"
"DENK","BIJ1",0.809056981204046,437,0.75085910652921,582,1.03627087334516,"#80808014"
"FVD","Fractie Den Haan",-0.503372789247913,255,0.434412265758092,587,0.644738964066325,"#80808014"
"FVD","Ephraim",-2.33500554581274,1,0.00170357751277683,587,2.99076368221202,"#80808014"
"FVD","CDA",0.0879417227139582,337,0.574105621805792,587,0.5,"#80808014"
"FVD","BIJ1",-0.510583941832814,254,0.435677530017153,583,0.6539752818543,"#80808014"
"Ephraim","Fractie Den Haan",-2.33500554581274,1,0.00170357751277683,587,2.99076368221202,"#80808014"
"Fractie Den Haan","CDA",0.419654741619398,383,0.652470187393526,587,0.5375097127945,"#80808014"
"Fractie Den Haan","BIJ1",0.664833929506028,417,0.715265866209262,583,0.851544517585657,"#80808014"
"Ephraim","CDA",-2.33500554581274,1,0.00170357751277683,587,2.99076368221202,"#80808014"
"Ephraim","BIJ1",-2.18357134152982,22,0.0377358490566038,583,2.79680100866455,"#80808014"
"BIJ1","CDA",-0.250982448776383,290,0.497427101200686,583,0.5,"#80808014"
