"from","to","z_score","raw_weight","agreement_rate","total_votes","weight","width","color"
"FVD","JA21",0.982891561487204,1168,0.756476683937824,1544,0.982891561487204,1.9914457807436,"#80808026"
"Omtzigt","FVD",-0.190461263518935,803,0.520077720207254,1544,-0.190461263518935,1.40476936824053,"#80808026"
"FVD","PVV",1.03754087114502,1185,0.765998707175178,1547,1.03754087114502,2.01877043557251,"#4D4D4DCC"
"FVD","PvdA",-0.920190280714534,576,0.372574385510996,1546,-0.920190280714534,1.03990485964273,"#80808026"
"FVD","PvdD",-0.830179653042831,604,0.390685640362225,1546,-0.830179653042831,1.08491017347858,"#80808026"
"FVD","SGP",0.266021205387563,945,0.610071013557134,1549,0.266021205387563,1.63301060269378,"#80808026"
"FVD","SP",-0.550503774205751,691,0.446382428940568,1548,-0.550503774205751,1.22474811289712,"#80808026"
"FVD","VVD",-0.142241284409094,818,0.528082633957392,1549,-0.142241284409094,1.42887935779545,"#80808026"
"FVD","Volt",-0.894472958522619,584,0.37848347375243,1543,-0.894472958522619,1.05276352073869,"#80808026"
"G<U+00FC>ndogan","Fractie Den Haan",0.201727899907774,925,0.599093264248705,1544,0.201727899907774,1.60086394995389,"#80808026"
"Fractie Den Haan","GroenLinks",0.970032900391246,1164,0.752910737386805,1546,0.970032900391246,1.98501645019562,"#80808026"
"Fractie Den Haan","Groep Van Haga",-0.624441075507507,668,0.43180349062702,1547,-0.624441075507507,1.18777946224625,"#80808026"
"JA21","Fractie Den Haan",-0.463707811808036,718,0.465327284510693,1543,-0.463707811808036,1.26814609409598,"#80808026"
"Omtzigt","Fractie Den Haan",0.11171727223607,897,0.581335061568373,1543,0.11171727223607,1.55585863611804,"#80808026"
"Fractie Den Haan","PVV",-0.489425133999952,710,0.459546925566343,1545,-0.489425133999952,1.25528743300002,"#80808026"
"Fractie Den Haan","PvdA",0.973247565665236,1165,0.754045307443366,1545,0.973247565665236,1.98662378283262,"#80808026"
"Fractie Den Haan","PvdD",0.770723653403902,1102,0.714193130265716,1543,0.770723653403902,1.88536182670195,"#80808026"
"Fractie Den Haan","SGP",0.085999950044155,889,0.57503234152652,1546,0.085999950044155,1.54299997502208,"#80808026"
